Original_Index,Split,GroundTruth_CD,Predicted_CD,Error
132,Training,21.36971092224121,12.432724952697754,8.936985969543457
133,Training,22.802528381347656,12.342901229858398,10.459627151489258
134,Testing,25.474943161010742,11.16946029663086,14.305482864379883
135,Validation,29.106477737426758,12.941065788269043,16.165411949157715
136,Training,22.71689224243164,9.96927261352539,12.74761962890625
137,Training,21.462156295776367,10.146082878112793,11.316073417663574
138,Validation,22.84764862060547,9.822966575622559,13.02468204498291
139,Training,21.910900115966797,8.95835018157959,12.952549934387207
140,Training,20.638839721679688,9.894278526306152,10.744561195373535
141,Training,23.016765594482422,10.86521053314209,12.151555061340332
142,Training,19.604318618774414,10.131956100463867,9.472362518310547
143,Training,20.9777889251709,10.709355354309082,10.268433570861816
144,Training,31.395681381225586,11.484129905700684,19.911551475524902
145,Training,35.816078186035156,14.645707130432129,21.170371055603027
146,Training,30.84958839416504,14.578771591186523,16.270816802978516
147,Training,24.789762496948242,13.510527610778809,11.279234886169434
148,Training,23.883121490478516,11.510889053344727,12.372232437133789
149,Testing,22.327051162719727,11.904984474182129,10.422066688537598
150,Training,20.020729064941406,10.1224946975708,9.898234367370605
151,Testing,21.352195739746094,12.389853477478027,8.962342262268066
152,Training,21.462005615234375,10.502227783203125,10.95977783203125
153,Training,22.58361053466797,13.023024559020996,9.560585975646973
154,Training,24.449981689453125,14.566998481750488,9.882983207702637
155,Training,22.08841323852539,14.116898536682129,7.971514701843262
156,Validation,19.171730041503906,10.994522094726562,8.177207946777344
157,Training,18.472875595092773,10.338347434997559,8.134528160095215
158,Training,20.896697998046875,11.462294578552246,9.434403419494629
159,Training,24.854860305786133,13.580489158630371,11.274371147155762
160,Testing,21.54635238647461,10.420223236083984,11.126129150390625
161,Validation,21.080947875976562,10.248762130737305,10.832185745239258
162,Validation,21.897180557250977,9.75943660736084,12.137743949890137
163,Training,22.045982360839844,9.844688415527344,12.2012939453125
164,Training,18.954532623291016,8.254032135009766,10.70050048828125
165,Training,21.79469108581543,10.950789451599121,10.843901634216309
166,Testing,21.798433303833008,10.299832344055176,11.498600959777832
167,Training,18.641870498657227,9.683612823486328,8.958257675170898
168,Training,20.252925872802734,11.274028778076172,8.978897094726562
169,Testing,20.566967010498047,11.80139446258545,8.765572547912598
